"Q3.5","Q3.6","Q5.1","Q5.2","Q5.3","Q5.4","Q3.1","region"
8.33333333333333,8.33333333333333,6.5,10,1.66666666666667,8.5,NA,"Latin America & Caribbean"
8.5,9,2,10,2.33333333333333,8.5,NA,"Latin America & Caribbean"
8.66666666666667,8.66666666666667,6.5,7,1.33333333333333,9.25,6,"Latin America & Caribbean"
6,7,2.5,3,4.75,5,3.5,"Latin America & Caribbean"
7.25,8.5,8.5,9.5,2,8.75,7.66666666666667,"Latin America & Caribbean"
4,4,7,5,7,5,7,"Middle East & North Africa"
7.4,8.25,6.66666666666667,4,4.75,4.2,6.33333333333333,"Middle East & North Africa"
6.66666666666667,7.16666666666667,7.5,4.75,4.2,5.2,3.25,"Middle East & North Africa"
8.5,7,8,6,2.5,7.5,3,"Middle East & North Africa"
8,8.25,6.5,4.5,3.6,5.4,5.5,"Middle East & North Africa"
4.6,6,4.33333333333333,7.75,5.5,2,7.83333333333333,"Latin America & Caribbean"
9.2,8.8,2.33333333333333,4.33333333333333,8.5,6.33333333333333,6.25,"Latin America & Caribbean"
8,7.33333333333333,2,2.66666666666667,9,4.33333333333333,6,"Latin America & Caribbean"
7.4,7.2,4.5,7.5,8,6.33333333333333,3,"Latin America & Caribbean"
5.5,3.25,1.6,0.8,8.33333333333333,5.75,1.8,"Latin America & Caribbean"
2,3.2,3.5,3,3.5,2.2,3.33333333333333,"Latin America & Caribbean"
7.75,7.8,4.4,8.25,5.5,3.25,8,"Latin America & Caribbean"
NA,NA,NA,NA,NA,NA,NA,"Middle East & North Africa"
NA,NA,NA,NA,NA,NA,4,"Middle East & North Africa"
NA,NA,NA,NA,NA,NA,4,"Middle East & North Africa"
7,NA,3,2,NA,2,5.33333333333333,"Middle East & North Africa"
NA,NA,NA,NA,NA,NA,3,"Middle East & North Africa"
9,9,NA,NA,NA,NA,3,"Middle East & North Africa"
NA,NA,7,NA,NA,8,2,"Middle East & North Africa"
7,3,10,8,9,10,4,"Middle East & North Africa"
NA,NA,NA,NA,NA,NA,3,"Middle East & North Africa"
NA,7,NA,NA,NA,NA,5,"Middle East & North Africa"
9.25,9.66666666666667,8.25,9,5,10,0.666666666666667,"Sub-Saharan Africa"
3.8,4.02325581395349,2.79487179487179,3.675,3.32432432432432,3,5.39583333333333,"Europe & Central Asia"
3.7,5.1578947368421,6.02222222222222,6.875,6.22641509433962,3.19047619047619,7.72463768115942,"Europe & Central Asia"
3,4.5,6.41304347826087,7.98245614035088,2.83636363636364,5.30952380952381,7.78378378378378,"Europe & Central Asia"
7.53448275862069,7.59322033898305,1.85507246376812,1.75,5.10810810810811,4.88095238095238,2.98611111111111,"Europe & Central Asia"
2.5,3.57377049180328,5.5,6.24324324324324,2.80701754385965,4.44186046511628,4,"Europe & Central Asia"
8.29508196721311,8.31746031746032,1.98507462686567,2.5,4.25714285714286,5.8780487804878,6.84615384615385,"Europe & Central Asia"
7.28985507246377,7.82857142857143,1.80281690140845,1.29577464788732,7.26315789473684,3.42857142857143,1.86206896551724,"Europe & Central Asia"
9.16049382716049,9.35897435897436,3.27272727272727,5.375,8.58730158730159,7.08510638297872,8.97297297297297,"Europe & Central Asia"
8.69230769230769,9.53846153846154,1.36363636363636,3.72727272727273,7.6,6.54545454545455,6.14285714285714,"Europe & Central Asia"
3.90909090909091,4.25,2.33333333333333,4.88888888888889,3.375,3.2,3.14285714285714,"Europe & Central Asia"
3.8,4.33333333333333,1.5,1.66666666666667,4.4,0.666666666666667,6,"Europe & Central Asia"
2.08333333333333,2.38461538461538,4.85714285714286,7.28571428571429,2.88888888888889,1.63636363636364,7.28571428571429,"Europe & Central Asia"
2.53846153846154,2.7,4.85714285714286,5.75,2.58333333333333,1.36363636363636,3.09090909090909,"Europe & Central Asia"
4.125,5.33333333333333,3.75,6,4,1.85714285714286,7.3,"Europe & Central Asia"
7,6.8,5.6,5.83333333333333,3.4,5.2,3.33333333333333,"Sub-Saharan Africa"
7.625,7.25,5.2,5.83333333333333,2.25,5,3.57142857142857,"Sub-Saharan Africa"
7.25,7.6,5.6,5.83333333333333,3.4,5,3.2,"Sub-Saharan Africa"
6.83333333333333,6.25,6.75,6.25,3.33333333333333,4,3,"Sub-Saharan Africa"
7,6.28571428571429,6,5.83333333333333,3.2,5.2,3.2,"Sub-Saharan Africa"
7,6.6,5.6,5.83333333333333,3.5,5.25,3.2,"Sub-Saharan Africa"
7.25,7,5.6,5.71428571428571,2.25,5.25,3.5,"Sub-Saharan Africa"
3.69230769230769,4,5.14285714285714,6.27272727272727,2.88235294117647,3.08333333333333,6.1,"Europe & Central Asia"
4.22222222222222,4.64285714285714,6.125,6.66666666666667,3.21428571428571,2.375,6.8,"Europe & Central Asia"
2.63157894736842,3.28571428571429,5.72727272727273,3.7,2.46666666666667,2.26666666666667,3.66666666666667,"Europe & Central Asia"
2.41176470588235,2.91666666666667,3.61538461538462,4,2.75,2.14285714285714,1.75,"Europe & Central Asia"
4,4.41666666666667,5.91666666666667,6.66666666666667,2.83333333333333,3,8,"Europe & Central Asia"
6.66666666666667,6,4.66666666666667,7.66666666666667,6.25,1.5,6,"Europe & Central Asia"
3,3.36363636363636,4.9,6.4,2.64705882352941,2.42857142857143,3.11111111111111,"Europe & Central Asia"
2.05,2.33333333333333,5.77777777777778,6.125,2.55555555555556,2,7.28571428571429,"Europe & Central Asia"
9.1,9.5,2.2,3.53333333333333,7.94117647058824,4.81818181818182,6.53846153846154,"Europe & Central Asia"
2.4,5.25,5,2.33333333333333,6.33333333333333,2.85714285714286,3.57142857142857,"East Asia & Pacific"
7.18181818181818,8.3,7.5,7.66666666666667,7.28571428571429,7.5,2.16666666666667,"East Asia & Pacific"
3.33333333333333,3,4.5,2.5,5,1.83333333333333,7,"East Asia & Pacific"
2.33333333333333,5,4,2.6,5.4,2.22222222222222,4.71428571428571,"East Asia & Pacific"
5.83333333333333,7.125,6.28571428571429,5.875,5,4.33333333333333,6.2,"East Asia & Pacific"
2.25,3,4.5,3,3.5,2.2,6,"East Asia & Pacific"
2.2,2.42857142857143,6.2,7.75,3,2.11111111111111,6.6,"Europe & Central Asia"
8.5,8.81818181818182,3.85714285714286,2.4,6.5,5,1,"Europe & Central Asia"
2.81818181818182,3.125,6.83333333333333,7.375,2.1,4,6.69230769230769,"Europe & Central Asia"
9.25,9.41666666666667,2.22222222222222,2.375,8.1,7.33333333333333,5.5,"Europe & Central Asia"
2.875,4.28571428571429,3,2.71428571428571,2.4,2,3.625,"Europe & Central Asia"
3.88888888888889,5.2,5.42857142857143,6.57142857142857,3.1,4.625,8,"Europe & Central Asia"
3,3.25,6.66666666666667,7.25,1.33333333333333,1.5,7.14285714285714,"Europe & Central Asia"
2,1,8,9,2,9,NA,"Sub-Saharan Africa"
3,3,10,10,2,10,NA,"Sub-Saharan Africa"
10,10,3,NA,10,4,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
9.2972972972973,9.25,1.70967741935484,3.04166666666667,8.57692307692308,7.28571428571429,8.65384615384615,"Europe & Central Asia"
7.44117647058824,7.96969696969697,2.39285714285714,4.6,5.07142857142857,7.82608695652174,7.91666666666667,"Europe & Central Asia"
7.42857142857143,7.125,3.26666666666667,5.2,5.33333333333333,6.875,7,"Europe & Central Asia"
2.68965517241379,3,6.04761904761905,2.95238095238095,5,1.66666666666667,2.52631578947368,"Europe & Central Asia"
5.05882352941176,6.09090909090909,3.3,3.76190476190476,4,4.75,2.125,"Europe & Central Asia"
2.78787878787879,3.07407407407407,5.79166666666667,3.375,3.86666666666667,2.16666666666667,4.66666666666667,"Europe & Central Asia"
3.96296296296296,4,5.33333333333333,3.47058823529412,4.45454545454545,2.4,3.23529411764706,"Europe & Central Asia"
4.27586206896552,4.65,4.51851851851852,3.14285714285714,4.21428571428571,2.66666666666667,3.16216216216216,"Europe & Central Asia"
7.25,6.1764705882353,4.5,4,5.5,1.6,2.70833333333333,"Europe & Central Asia"
9.19354838709677,9.09375,1.75,2.61111111111111,8.9,7,8.08695652173913,"Europe & Central Asia"
5.25,4.75,4.25,4.4,6.33333333333333,3.28571428571429,7.71428571428571,"Europe & Central Asia"
5.57142857142857,7.4,3,7.4,2.33333333333333,5,4.6,"Europe & Central Asia"
4.66666666666667,6.75,3.25,3.5,7.66666666666667,3.5,2.66666666666667,"Europe & Central Asia"
5.33333333333333,6.4,3.8,5.8,2.5,4.5,3.6,"Europe & Central Asia"
8.57142857142857,8.5,5.33333333333333,6.8,8,5.83333333333333,8.4,"Europe & Central Asia"
6,6.5,6.25,7.75,7.75,4,3,"Sub-Saharan Africa"
4.66666666666667,6.5,6,8,7.75,4.75,7.66666666666667,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
1,4,NA,10,NA,0,NA,"Sub-Saharan Africa"
7,8,0,3.5,9,8.5,2,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa"
3.5,7,0,4,7,4,8.5,"Sub-Saharan Africa"
1.5,4,3,7,8,1.5,10,"Sub-Saharan Africa"
4,10,9,10,10,10,2.5,"Sub-Saharan Africa"
5.5,6,9,10,10,10,4,"Sub-Saharan Africa"
6,6,9,10,10,10,1,"Sub-Saharan Africa"
1.5,0,10,1,0,0,1,"Sub-Saharan Africa"
5,5.5,9,10,10,10,NA,"Sub-Saharan Africa"
2,6,9,10,10,10,NA,"Sub-Saharan Africa"
9,9,8,7,9,1,NA,"Sub-Saharan Africa"
NA,NA,NA,NA,NA,2,4,"Sub-Saharan Africa"
9,9,8,7,9,1,7,"Sub-Saharan Africa"
7,NA,NA,NA,7,1,7,"Sub-Saharan Africa"
NA,NA,NA,NA,7,1,7,"Sub-Saharan Africa"
9,9,2,1,9,1,2,"Sub-Saharan Africa"
4,3,NA,4,7,1,4,"Sub-Saharan Africa"
6.33333333333333,5.5,6.66666666666667,6.66666666666667,9.5,4,8,"Sub-Saharan Africa"
9.75,10,9.25,9.25,1,9,6.33333333333333,"Sub-Saharan Africa"
1.5,3,4.66666666666667,4.33333333333333,9.5,1.25,4.66666666666667,"Sub-Saharan Africa"
8.57142857142857,8.25,2.36363636363636,2.9,7.23076923076923,6.72727272727273,0.285714285714286,"Europe & Central Asia"
8.92857142857143,9.5,2.63636363636364,7.16666666666667,9.76923076923077,9.33333333333333,6.33333333333333,"Europe & Central Asia"
8.81818181818182,8.81818181818182,3.11111111111111,4.22222222222222,8.25,7,6,"Europe & Central Asia"
4.63636363636364,4.625,4.75,7.75,3.88888888888889,3.57142857142857,7.27272727272727,"Europe & Central Asia"
4.75,5.125,3.4,6.33333333333333,3,3.6,4.8,"Europe & Central Asia"
6.09090909090909,6.7,2.08333333333333,1.5,6.125,4.7,3.14285714285714,"Europe & Central Asia"
2.2,3.88888888888889,5.2,3.75,2.28571428571429,2.1,7.5,"Europe & Central Asia"
7.2,7.90909090909091,4.77777777777778,5.28571428571429,7.55555555555556,5.22222222222222,6.33333333333333,"Europe & Central Asia"
2,6,5.5,3,8,NA,7,"Latin America & Caribbean"
3,2,NA,NA,NA,NA,8,"Latin America & Caribbean"
2,4,NA,NA,NA,3,3,"Latin America & Caribbean"
3,5.5,NA,NA,NA,NA,NA,"Latin America & Caribbean"
2.5,4,2,3,NA,6,1,"Latin America & Caribbean"
9,9,7,NA,NA,9,7.5,"Latin America & Caribbean"
NA,NA,4,NA,NA,NA,NA,"Latin America & Caribbean"
2.5,4,4,NA,NA,4,4,"Latin America & Caribbean"
9,9,NA,NA,NA,9,7,"Latin America & Caribbean"
9,9,NA,NA,NA,8,8,"Latin America & Caribbean"
9,5.5,7,NA,NA,9,8.5,"Latin America & Caribbean"
7.66666666666667,9.33333333333333,NA,8.5,7.33333333333333,9,NA,"Latin America & Caribbean"
6.66666666666667,8.66666666666667,7,9,8.5,5.66666666666667,4,"Latin America & Caribbean"
8,8.77777777777778,4.7,3.125,6,5.6,5.5,"Europe & Central Asia"
7,6.66666666666667,3.75,4.4,4.8,2.75,2.75,"Europe & Central Asia"
3.11111111111111,4.125,6.4,6.33333333333333,5.16666666666667,3.875,5.14285714285714,"Europe & Central Asia"
8.66666666666667,8.375,4.28571428571429,2.83333333333333,5,8.16666666666667,3.5,"Europe & Central Asia"
6.4,6.8,5.4,4.33333333333333,5,7,6.4,"Europe & Central Asia"
6.11111111111111,5.88888888888889,9,8.66666666666667,3.14285714285714,6.57142857142857,4.83333333333333,"Europe & Central Asia"
6.83333333333333,7.5,4.8,4.71428571428571,6.66666666666667,9.5,6.2,"Europe & Central Asia"
3.75,3.77777777777778,7,8.16666666666667,4.42857142857143,4.625,3.16666666666667,"Europe & Central Asia"
9,8.33333333333333,3,1.85714285714286,6.55555555555556,6.83333333333333,3.57142857142857,"Europe & Central Asia"
7.83333333333333,7.85714285714286,3,3,7.66666666666667,5,3.4,"Europe & Central Asia"
4,8,2,5,10,0,3,"Latin America & Caribbean"
6,8,3.5,6.66666666666667,7,1.33333333333333,4,"Latin America & Caribbean"
7.8,6.66666666666667,4.8,2.8,7.25,3.25,1.66666666666667,"Latin America & Caribbean"
6,8,10,6,8.5,6.66666666666667,4,"Latin America & Caribbean"
9,8,9.33333333333333,8.8,10,7.5,6.75,"Latin America & Caribbean"
7.5,NA,NA,7,7,NA,4,"Latin America & Caribbean"
4,5.25,6.5,3.5,7.25,3.5,2.25,"Latin America & Caribbean"
5.5,8,7,4,10,0,4.5,"Latin America & Caribbean"
4.75,6,5.66666666666667,3.6,7,3.25,3,"Latin America & Caribbean"
4.66666666666667,3,3,5,5.5,2,3.5,"Latin America & Caribbean"
9.5,9.26666666666667,5.11111111111111,5.33333333333333,5.66666666666667,9.4,2.66666666666667,"Europe & Central Asia"
0,4,NA,1,7.5,0,NA,"Europe & Central Asia"
8.41666666666667,7.92307692307692,4,3.58333333333333,8.8,5.77777777777778,3.45454545454545,"Europe & Central Asia"
3.16666666666667,4.25,4.5,3,7.25,1.84615384615385,3.84615384615385,"Europe & Central Asia"
NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia"
2.83333333333333,4.375,3,2.44444444444444,8.3,2.38461538461538,2.66666666666667,"Europe & Central Asia"
1.54545454545455,4.18181818181818,6.25,3.875,6.88888888888889,1.92857142857143,5.44444444444444,"Europe & Central Asia"
2.18181818181818,3,4.4,3,7.77777777777778,2,4.625,"Europe & Central Asia"
6.14285714285714,5.66666666666667,3.5,6.5,4.16666666666667,2.75,4.57142857142857,"East Asia & Pacific"
8.3,7.88888888888889,2.875,5.625,7.6,5,4.125,"East Asia & Pacific"
8.22222222222222,8.375,3.875,6.11111111111111,2.66666666666667,5.16666666666667,3,"East Asia & Pacific"
6.375,5.75,3.8,6,3.4,3.5,4.33333333333333,"East Asia & Pacific"
4.625,5.83333333333333,5.4,7.6,4.4,3.75,6,"East Asia & Pacific"
6.5,6.25,5.4,6.25,4.2,3.66666666666667,4.125,"East Asia & Pacific"
6.57142857142857,5.71428571428571,4.85714285714286,6.4,3.42857142857143,3.75,4.8,"East Asia & Pacific"
5.22222222222222,5.5,5.5,7.75,4.5,4,5.33333333333333,"East Asia & Pacific"
6,6.85714285714286,5.85714285714286,6.71428571428571,4.16666666666667,2.75,4.375,"East Asia & Pacific"
7.16666666666667,5.6,5.66666666666667,6.83333333333333,4,4.66666666666667,4.85714285714286,"East Asia & Pacific"
6.2,6.88461538461539,6.61904761904762,7.21739130434783,5.21428571428571,6.05882352941176,5.05882352941176,"South Asia"
6.31818181818182,7.625,6.25,6.26086956521739,4.66666666666667,6.64705882352941,3.52,"South Asia"
8.61764705882353,8.81818181818182,8,8.4,6.61111111111111,8.03703703703704,7.68965517241379,"South Asia"
5.83333333333333,6.04761904761905,7.42857142857143,7.57142857142857,4.28571428571429,5.81818181818182,4.58823529411765,"South Asia"
2.74074074074074,3.62962962962963,3.70588235294118,4.33333333333333,5.52631578947368,3.66666666666667,1.72222222222222,"South Asia"
3.16666666666667,5.1,4,5.18181818181818,4.875,4,4.6,"South Asia"
8.96296296296296,8.48387096774194,7.77272727272727,8.52,5.23529411764706,7.65217391304348,6.5,"South Asia"
6.72222222222222,7,7,7.52941176470588,5.07142857142857,6.66666666666667,4.9375,"South Asia"
6,6.54545454545455,6.66666666666667,7,4.71428571428571,6,5.71428571428571,"South Asia"
5.92307692307692,6.9375,6,7.30769230769231,4.2,7.3,4.36363636363636,"South Asia"
7.72727272727273,7,2,2,6.54545454545455,1.64285714285714,1.25,"Europe & Central Asia"
3.4,3.88235294117647,4.875,4.45454545454545,2.4,4.61538461538461,5.83333333333333,"Europe & Central Asia"
2.77777777777778,3,6.125,5.27272727272727,2.13333333333333,4.5,7.4,"Europe & Central Asia"
3.11111111111111,3.125,6.25,3.84615384615385,2.46153846153846,2.33333333333333,3.73333333333333,"Europe & Central Asia"
6,6,3.25,3,3.75,3.41666666666667,5,"Europe & Central Asia"
6.71428571428571,7,2.66666666666667,2.2,4.75,2.6,4.5,"Europe & Central Asia"
2.2,2.86666666666667,6.4,4,2.53333333333333,3.2,3.72222222222222,"Europe & Central Asia"
6.44444444444444,6.75,4.1,4,5.22222222222222,4.66666666666667,7.64285714285714,"Europe & Central Asia"
5.1,4.61538461538461,4,3,3.83333333333333,2.69230769230769,2.73684210526316,"Europe & Central Asia"
3.6875,3,5.625,4.08333333333333,2.57142857142857,2,3.4375,"Europe & Central Asia"
4,3.5,8,9,3,8,10,"Middle East & North Africa"
NA,7,NA,NA,NA,NA,NA,"Middle East & North Africa"
5,4,3,3,NA,2,10,"Middle East & North Africa"
NA,7,NA,NA,NA,NA,NA,"Middle East & North Africa"
8,7,7,NA,8,NA,3,"Middle East & North Africa"
NA,NA,3,3,4,3,NA,"Middle East & North Africa"
2,7,NA,4,4,NA,3,"Middle East & North Africa"
NA,8,4,2,4,3,4,"Middle East & North Africa"
3,NA,NA,4,8,4,3,"Middle East & North Africa"
7,NA,7,4,8,NA,3,"Middle East & North Africa"
NA,NA,4,4,7,3,3,"Middle East & North Africa"
8,7,7,NA,8,NA,4,"Middle East & North Africa"
7,NA,NA,4,8,4,3,"Middle East & North Africa"
8,7,7,NA,8,NA,3,"Middle East & North Africa"
5.75,6.16666666666667,4.33333333333333,4.25,6.33333333333333,2.75,5,"Europe & Central Asia"
7.45454545454545,9,3.7,4.5,7.66666666666667,6.33333333333333,7.75,"Europe & Central Asia"
1.8,5.25,7.85714285714286,7.625,1,5,7.81818181818182,"Europe & Central Asia"
1.8,4.22222222222222,5.33333333333333,5.22222222222222,2.14285714285714,4.14285714285714,2.38461538461538,"Europe & Central Asia"
7.90909090909091,8.18181818181818,1.875,1.4,8.44444444444444,4.33333333333333,2.8,"Europe & Central Asia"
6.66666666666667,6.88888888888889,1.77777777777778,0.888888888888889,7.875,1.88888888888889,3.125,"Europe & Central Asia"
3,5.7,5.75,5.25,1.5,5.16666666666667,7,"Europe & Central Asia"
2.18181818181818,4.54545454545455,5.75,6.14285714285714,3.625,3.375,7.36363636363636,"Europe & Central Asia"
1.5,4.90909090909091,4.83333333333333,5.22222222222222,3.25,2.88888888888889,2.91666666666667,"Europe & Central Asia"
7.7,8,6.1,6.18181818181818,1.83333333333333,9.15384615384615,7.5,"Middle East & North Africa"
3.45454545454545,3.9,6.66666666666667,7.16666666666667,8.33333333333333,1.08333333333333,2.27272727272727,"Middle East & North Africa"
3.5,2.16666666666667,2.8,2.75,3,5.66666666666667,4.8,"Middle East & North Africa"
9.07692307692308,9.30769230769231,2.90909090909091,5.27272727272727,3.125,9.25,8.18181818181818,"Middle East & North Africa"
1.54545454545455,2.1,4.66666666666667,4,7.85714285714286,0.615384615384615,1.84615384615385,"Middle East & North Africa"
7.6,6.90909090909091,6.85714285714286,7.44444444444444,3.71428571428571,8.9,2.9,"Middle East & North Africa"
6.57142857142857,4.66666666666667,8.125,7.90909090909091,2,8.81818181818182,2.71428571428571,"Middle East & North Africa"
3,4.58333333333333,4.83333333333333,4,7.16666666666667,1.81818181818182,7.8,"Middle East & North Africa"
7.6,7.25,4.75,7.2,5.125,8.83333333333333,8,"Middle East & North Africa"
3.3,2.625,3.4,4.66666666666667,6.4,2.22222222222222,3.625,"Middle East & North Africa"
3,NA,6,NA,6.5,3,NA,"Europe & Central Asia"
8.82352941176471,8.96969696969697,2.24242424242424,4.46428571428571,5.63636363636364,8.4,7.73076923076923,"Europe & Central Asia"
2.44827586206897,3.17241379310345,5.6875,5.47619047619048,3,1.81481481481481,3.57142857142857,"Europe & Central Asia"
8.88888888888889,9,0.694444444444444,0.75,8.97222222222222,5.76923076923077,3.69565217391304,"Europe & Central Asia"
2.93548387096774,2.79310344827586,4.5,4,3.35,1.86666666666667,2.13513513513514,"Europe & Central Asia"
NA,NA,5.66666666666667,2,10,NA,7.5,"Europe & Central Asia"
1,5,5.25,5.66666666666667,7.5,2.75,10,"Latin America & Caribbean"
NA,NA,0,NA,7,0,4,"Latin America & Caribbean"
NA,NA,0,NA,7,0,4,"Latin America & Caribbean"
10,8.5,1.33333333333333,7.33333333333333,7.5,2.75,8.5,"Latin America & Caribbean"
4.5,5,8,NA,7,3,4,"Middle East & North Africa"
1,4.5,9,NA,NA,3,NA,"Middle East & North Africa"
7,7,9,NA,NA,NA,2,"Middle East & North Africa"
7,7,9,NA,NA,NA,1,"Middle East & North Africa"
7,7,9,NA,NA,NA,2,"Middle East & North Africa"
4.23076923076923,4.90909090909091,3.83333333333333,3,4.55555555555556,1.92307692307692,3.58333333333333,"East Asia & Pacific"
4.64285714285714,4.45454545454545,4.41666666666667,4.75,4.66666666666667,2,1.64285714285714,"East Asia & Pacific"
2.375,3.33333333333333,4.77777777777778,6.375,3.66666666666667,3.88888888888889,3.22222222222222,"East Asia & Pacific"
5.11111111111111,5.36363636363636,6.875,8.08333333333333,4.8,6.8,5.57142857142857,"East Asia & Pacific"
8.6,7.83333333333333,7.2,7.54545454545455,6.77777777777778,6.875,7.90909090909091,"East Asia & Pacific"
3.75,4.75,4,6.2,7,4,6.33333333333333,"East Asia & Pacific"
3.72727272727273,3.7,4.09090909090909,3,3.6,1.66666666666667,2,"East Asia & Pacific"
NA,10,1,1,NA,3,3,"Europe & Central Asia"
9,NA,0,0,7,0,0,"Europe & Central Asia"
NA,NA,0,0,NA,0,10,"Europe & Central Asia"
8,8,2,0,3,3,3,"Europe & Central Asia"
10,10,0,0,10,0,4,"Europe & Central Asia"
NA,3,4.5,3.5,1,1,5,"Europe & Central Asia"
